report_0,frequency,count
Sinus rhythm with multifocal PVCs with occasional PACs.,1.2499453148924734e-06,1
Possible accelerated junctional rhythm with interpolated PVC(s),1.2499453148924734e-06,1
Irregular ectopic atrial rhythm with multifocal PVCs.,2.499890629784947e-06,2
Atrial flutter with rapid ventricular response with bigeminal PVCs or aberrant ventricular conduction.,2.499890629784947e-06,2
Atrial flutter with uncontrolled ventricular response with 2:1 A-V block with non-sustained ventricular tachycardia.,1.2499453148924734e-06,1
Possible accelerated junctional rhythm with PVC(s),1.2499453148924734e-06,1
Possible accelerated junctional rhythm with PVCs.,3.7498359446774206e-06,3
Possible ectopic atrial tachycardia with PVCs with occasional PACs.,1.2499453148924734e-06,1
Irregular ectopic atrial bradycardia with PACs,2.499890629784947e-06,2
Atrial flutter with rapid ventricular response with multifocal PVCs.,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with interpolated PVCs.,3.7498359446774206e-06,3
Possible atrial flutter with frequent multifocal PVCs,3.7498359446774206e-06,3
Possible ectopic atrial rhythm with multifocal PVCs with PAC(s).,2.499890629784947e-06,2
Possible ectopic atrial tachycardia with frequent PVCs,1.2499453148924734e-06,1
Atrial flutter with rapid ventricular response with frequent PVCs.,1.2499453148924734e-06,1
Sinus bradycardia with aberrantly conducted supraventricular complexes with PVCs.,3.7498359446774206e-06,3
Possible ectopic atrial rhythm with aberrantly conducted supraventricular complexes with multifocal PVCs,2.499890629784947e-06,2
Sinus arrhythmia are borderline abnormal for age/sex,1.2499453148924734e-06,1
Sinus rhythm with interpolated PVCs with occasional PACs with borderline 1st degree A-V block,1.2499453148924734e-06,1
Irregular ectopic atrial tachycardia with PVC(s).,1.2499453148924734e-06,1
Possible atrial flutter with multifocal interpolated PVCs.,1.2499453148924734e-06,1
Atrial flutter with uncontrolled ventricular response with PVC(s) or aberrant ventricular conduction.,1.2499453148924734e-06,1
Atrial flutter with uncontrolled ventricular response with PVCs or aberrant ventricular conduction,2.499890629784947e-06,2
Sinus tachycardia with sinus arrhythmia with PAC(s) with borderline 1st degree A-V block.,3.7498359446774206e-06,3
Possible atrial flutter with interpolated PVCs,2.499890629784947e-06,2
Probable atrial tachycardia with frequent PVCs.,2.499890629784947e-06,2
Probable accelerated junctional rhythm with intermittent conduction defect,1.2499453148924734e-06,1
Possible atrial flutter with paroxysmal idioventricular rhythm.,2.499890629784947e-06,2
Possible ectopic atrial tachycardia with PVCs,2.499890629784947e-06,2
Atrial flutter with uncontrolled ventricular response with multifocal PVCs or aberrant ventricular conduction.,1.2499453148924734e-06,1
Possible idioventricular rhythm.,1.2499453148924734e-06,1
Sinus bradycardia with occasional PACs with borderline 1st degree A-V block,2.499890629784947e-06,2
Possible ectopic atrial rhythm with frequent PACs.,2.499890629784947e-06,2
Atrial fibrillation with uncontrolled ventricular response with fusion complexes,1.2499453148924734e-06,1
Sinus bradycardia with aberrantly conducted supraventricular complexes with PVC(s) with PAC(s),1.2499453148924734e-06,1
Sinus rhythm with PACs with PVCs with 1st degree A-V block,1.2499453148924734e-06,1
Probable sinus tachycardia with non-sustained ventricular tachycardia.,2.499890629784947e-06,2
Possible ectopic atrial rhythm with aberrantly conducted supraventricular complexes with frequent multifocal PVCs.,1.2499453148924734e-06,1
Possible atrial flutter with uncontrolled ventricular response with multifocal PVCs or aberrant ventricular conduction,1.2499453148924734e-06,1
Sinus tachycardia with PACs with PVCs.,1.2499453148924734e-06,1
Probable atrial fibrillation with slow ventricular response with paroxysmal idioventricular rhythm,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with multifocal interpolated PVCs.,1.2499453148924734e-06,1
Atrial flutter with uncontrolled ventricular response with PVC(s),1.2499453148924734e-06,1
Sinus tachycardia with intermittent conduction defect with PAC(s).,1.2499453148924734e-06,1
Atrial flutter with paroxysmal idioventricular rhythm or aberrant ventricular conduction.,1.2499453148924734e-06,1
Sinus bradycardia with aberrantly conducted supraventricular complexes with PVC(s) with PAC(s).,1.2499453148924734e-06,1
Atrial flutter with uncontrolled ventricular response with PVCs.,1.2499453148924734e-06,1
Possible accelerated junctional rhythm with frequent multifocal PVCs,1.2499453148924734e-06,1
Sinus rhythm with frequent multifocal PVCs with occasional PACs,3.7498359446774206e-06,3
Atrial flutter with interpolated PVCs,1.2499453148924734e-06,1
Sinus tachycardia with fusion complexes with 1st degree A-V block,1.2499453148924734e-06,1
Sinus rhythm with frequent multifocal PVCs with PAC(s) with 1st degree A-V block,1.2499453148924734e-06,1
Probable supraventricular tachycardia with PVCs.,2.499890629784947e-06,2
Sinus bradycardia with aberrantly conducted supraventricular complexes with multifocal PVCs,1.2499453148924734e-06,1
Sinus bradycardia with frequent PACs.,1.2499453148924734e-06,1
Sinus tachycardia with aberrantly conducted supraventricular complexes with frequent multifocal PVCs with PAC(s).,2.499890629784947e-06,2
Probable atrial fibrillation with slow ventricular response with frequent PVCs or aberrant ventricular conduction.,1.2499453148924734e-06,1
Sinus tachycardia with sinus arrhythmia with PACs with 1st degree A-V block,1.2499453148924734e-06,1
Probable atrial fibrillation with rapid ventricular response with frequent multifocal PVCs,1.2499453148924734e-06,1
Sinus bradycardia with intermittent conduction defect with borderline 1st degree A-V block,1.2499453148924734e-06,1
Sinus rhythm with PACs with PVCs with borderline 1st degree A-V block,1.2499453148924734e-06,1
Possible ectopic atrial bradycardia with PVCs with PACs,2.499890629784947e-06,2
Possible ectopic atrial tachycardia with aberrantly conducted supraventricular complexes.,1.2499453148924734e-06,1
Atrial flutter with frequent multifocal PVCs,1.2499453148924734e-06,1
Sinus arrhythmia with aberrantly conducted supraventricular complexes with interpolated PVCs.,1.2499453148924734e-06,1
Sinus tachycardia with PAC(s) with PVC(s).,2.499890629784947e-06,2
Possible atrial flutter with rapid ventricular response with bigeminal PVCs or aberrant ventricular conduction.,1.2499453148924734e-06,1
Probable supraventricular tachycardia with PVCs,1.2499453148924734e-06,1
Sinus bradycardia with aberrantly conducted supraventricular complexes with PAC(s).,1.2499453148924734e-06,1
Sinus bradycardia with frequent multifocal PVCs with 1st degree A-V block.,2.499890629784947e-06,2
Atrial fibrillation with uncontrolled ventricular response with multifocal PVCs.,1.2499453148924734e-06,1
Probable accelerated junctional rhythm with frequent multifocal PVCs.,1.2499453148924734e-06,1
Sinus tachycardia with aberrantly conducted supraventricular complexes with multifocal PVCs with PACs.,1.2499453148924734e-06,1
Sinus tachycardia with PVC(s) with PAC(s) with 1st degree A-V block,1.2499453148924734e-06,1
Sinus tachycardia with sinus arrhythmia with frequent PVCs with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with frequent multifocal PVCs with PACs,1.2499453148924734e-06,1
Sinus arrhythmia with multifocal PVCs with borderline 1st degree A-V block.,2.499890629784947e-06,2
Possible ectopic atrial bradycardia with aberrantly conducted supraventricular complexes with PACs,1.2499453148924734e-06,1
Sinus rhythm with frequent multifocal PVCs with PAC(s) with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with multifocal PVCs with 1st degree A-V block.,3.7498359446774206e-06,3
Sinus rhythm with PVCs with occasional PACs with 1st degree A-V block,2.499890629784947e-06,2
Sinus bradycardia with sinus arrhythmia with undetermined irregularity,1.2499453148924734e-06,1
Sinus rhythm with frequent multifocal PVCs with PACs with borderline 1st degree A-V block,1.2499453148924734e-06,1
Atrial flutter with frequent PVCs,1.2499453148924734e-06,1
Atrial flutter with variable A-V block with frequent multifocal PVCs or aberrant ventricular conduction.,1.2499453148924734e-06,1
Atrial flutter with rapid ventricular response with interpolated PVC(s) or aberrant ventricular conduction,1.2499453148924734e-06,1
Atrial flutter with slow ventricular response with interpolated PVC(s),2.499890629784947e-06,2
Possible atrial flutter with fusion complexes,1.2499453148924734e-06,1
Possible ectopic atrial tachycardia with paroxysmal idioventricular rhythm,1.2499453148924734e-06,1
Sinus arrhythmia with aberrantly conducted supraventricular complexes with 1st degree A-V block,1.2499453148924734e-06,1
Sinus tachycardia with frequent multifocal PVCs with borderline 1st degree A-V block,2.499890629784947e-06,2
Sinus rhythm with 2nd degree (Mobitz II) SA block with PVCs,1.2499453148924734e-06,1
Atrial flutter with uncontrolled ventricular response with non-sustained ventricular tachycardia,1.2499453148924734e-06,1
Probable accelerated junctional rhythm with paroxysmal idioventricular rhythm.,1.2499453148924734e-06,1
Irregular ectopic atrial bradycardia with frequent PVCs,1.2499453148924734e-06,1
Sinus rhythm with interpolated PVCs with PACs with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Atrial flutter with rapid ventricular response with multifocal PVCs or aberrant ventricular conduction,1.2499453148924734e-06,1
Atrial flutter with rapid ventricular response with intermittent conduction defect.,2.499890629784947e-06,2
Sinus rhythm with 2:1 A-V block with multifocal PVCs,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with intermittent conduction defect.,1.2499453148924734e-06,1
Sinus bradycardia with multifocal PVCs with borderline 1st degree A-V block,2.499890629784947e-06,2
Sinus bradycardia with multifocal PVCs with PACs,2.499890629784947e-06,2
Possible ectopic atrial bradycardia with aberrantly conducted supraventricular complexes with interpolated PVC(s).,1.2499453148924734e-06,1
POSSIBLE ATRIAL FLUTTER WITH UNCONTROLLED VENTRICULAR RESPONSE,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with frequent multifocal PVCs with 1st degree A-V block,2.499890629784947e-06,2
Atrial flutter with interpolated PVCs.,4.999781259569894e-06,4
Atrial flutter with high degree A-V block with PVC(s),1.2499453148924734e-06,1
Sinus tachycardia with intermittent conduction defect with borderline 1st degree A-V block,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with frequent multifocal PVCs with 1st degree A-V block,2.499890629784947e-06,2
Sinus rhythm with 2nd degree (Mobitz II) SA block with borderline 1st degree A-V block,2.499890629784947e-06,2
Sinus tachycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with borderline 1st degree A-V block,1.2499453148924734e-06,1
Sinus bradycardia with aberrantly conducted supraventricular complexes with frequent multifocal PVCs with 1st degree A-V block,1.2499453148924734e-06,1
Sinus bradycardia with aberrantly conducted supraventricular complexes with PVCs with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with paroxysmal idioventricular rhythm with borderline 1st degree A-V block,1.2499453148924734e-06,1
Sinus tachycardia with occasional PACs with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with frequent multifocal PVCs with 1st degree A-V block.,1.2499453148924734e-06,1
Possible atrial flutter with uncontrolled ventricular response with PVCs.,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with multifocal PVCs with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with frequent multifocal PVCs with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus tachycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with frequent multifocal PVCs.,1.2499453148924734e-06,1
Sinus bradycardia with multifocal interpolated PVCs with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus tachycardia with frequent multifocal PVCs with PACs,2.499890629784947e-06,2
Possible junctional bradycardia.,1.2499453148924734e-06,1
Possible ectopic atrial rhythm with paroxysmal idioventricular rhythm.,2.499890629784947e-06,2
Sinus rhythm with aberrantly conducted supraventricular complexes with PAC(s) with 1st degree A-V block,1.2499453148924734e-06,1
Irregular ectopic atrial bradycardia with undetermined irregularity.,1.2499453148924734e-06,1
Sinus tachycardia with aberrantly conducted supraventricular complexes with interpolated PVCs.,1.2499453148924734e-06,1
Sinus rhythm with undetermined irregularity with 1st degree A-V block,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with multifocal PVCs with PAC(s).,1.2499453148924734e-06,1
Sinus rhythm with PVCs with occasional PACs with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with occasional PACs with PVCs with 1st degree A-V block,1.2499453148924734e-06,1
with fusion complexes with PAC(s),1.2499453148924734e-06,1
Sinus tachycardia with aberrantly conducted supraventricular complexes with multifocal interpolated PVCs,1.2499453148924734e-06,1
Probable atrial fibrillation with rapid ventricular response with intermittent conduction defect.,1.2499453148924734e-06,1
Sinus rhythm with frequent PVCs with PACs with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with PAC(s) with PVC(s),1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with multifocal PVCs with 1st degree A-V block,1.2499453148924734e-06,1
Possible atrial flutter with slow ventricular response with multifocal PVCs,1.2499453148924734e-06,1
Sinus bradycardia with occasional PACs with 1st degree A-V block,1.2499453148924734e-06,1
Probable atrial fibrillation with rapid ventricular response with paroxysmal idioventricular rhythm.,1.2499453148924734e-06,1
Atrial flutter with frequent multifocal PVCs or aberrant ventricular conduction.,2.499890629784947e-06,2
Possible ectopic atrial rhythm with PVCs with occasional PACs.,1.2499453148924734e-06,1
Sinus tachycardia with aberrantly conducted supraventricular complexes with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Possible atrial flutter with uncontrolled ventricular response with multifocal PVCs.,1.2499453148924734e-06,1
Sinus rhythm with non-sustained ventricular tachycardia with 1st degree A-V block,2.499890629784947e-06,2
Possible ectopic atrial rhythm with interpolated PVC(s) with PAC(s),1.2499453148924734e-06,1
Possible ectopic atrial tachycardia with frequent multifocal PVCs with PACs.,1.2499453148924734e-06,1
Sinus bradycardia with frequent multifocal PVCs with borderline 1st degree A-V block,1.2499453148924734e-06,1
Sinus rhythm with undetermined irregularity with 1st degree A-V block.,1.2499453148924734e-06,1
Irregular ectopic atrial rhythm with varying 2nd degree A-V block.,1.2499453148924734e-06,1
Sinus tachycardia with multifocal PVCs with 1st degree A-V block,1.2499453148924734e-06,1
Possible atrial flutter with rapid ventricular response with intermittent conduction defect.,1.2499453148924734e-06,1
Sinus bradycardia with interpolated PVCs with PACs with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with varying 2nd degree A-V block,1.2499453148924734e-06,1
Sinus rhythm with multifocal PVCs with PACs with borderline 1st degree A-V block,1.2499453148924734e-06,1
Sinus rhythm with frequent multifocal PVCs with PACs with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with occasional PACs,2.499890629784947e-06,2
Atrial flutter with fusion complexes,1.2499453148924734e-06,1
Sinus tachycardia with sinus arrhythmia with interpolated PVC(s) or aberrant ventricular conduction.,1.2499453148924734e-06,1
Sinus tachycardia with aberrantly conducted supraventricular complexes with non-sustained ventricular tachycardia with PACs.,1.2499453148924734e-06,1
Sinus tachycardia with aberrantly conducted supraventricular complexes with multifocal PVCs.,1.2499453148924734e-06,1
Possible atrial flutter with slow ventricular response with PVCs,2.499890629784947e-06,2
Atrial fibrillation with uncontrolled ventricular response with multifocal PVCs or aberrant ventricular conduction,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with undetermined irregularity with borderline 1st degree A-V block,1.2499453148924734e-06,1
Irregular ectopic atrial rhythm with paroxysmal idioventricular rhythm,1.2499453148924734e-06,1
Possible atrial flutter with multifocal PVCs,1.2499453148924734e-06,1
Possible ectopic atrial rhythm with 2:1 A-V block,1.2499453148924734e-06,1
Sinus bradycardia with 2:1 A-V block.,1.2499453148924734e-06,1
Possible ectopic atrial bradycardia with aberrantly conducted supraventricular complexes with interpolated PVC(s),1.2499453148924734e-06,1
Atrial flutter with slow ventricular response with PVCs or aberrant ventricular conduction,1.2499453148924734e-06,1
Sinus tachycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with non-sustained ventricular tachycardia,1.2499453148924734e-06,1
Atrial flutter with rapid ventricular response with frequent multifocal PVCs or aberrant ventricular conduction.,3.7498359446774206e-06,3
Possible ectopic atrial tachycardia with aberrantly conducted supraventricular complexes with PVCs.,1.2499453148924734e-06,1
REPEAT ECG TO EXCLUDE TECHNICAL ERROR,1.2499453148924734e-06,1
Possible accelerated junctional rhythm with multifocal PVCs,1.2499453148924734e-06,1
"Sinus rhythm with 2nd degree A-V block, Mobitz II.",1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with occasional PACs with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with interpolated PVCs with PACs.,1.2499453148924734e-06,1
Sinus rhythm with aberrantly conducted supraventricular complexes with intermittent conduction defect,1.2499453148924734e-06,1
Possible atrial flutter with interpolated PVC(s) or aberrant ventricular conduction.,1.2499453148924734e-06,1
Sinus tachycardia with interpolated PVC(s) with PAC(s).,1.2499453148924734e-06,1
Irregular ectopic atrial bradycardia with interpolated PVCs.,1.2499453148924734e-06,1
Possible ectopic atrial rhythm with PAC(s) with PVC(s).,1.2499453148924734e-06,1
Atrial fibrillation with interpolated PVC(s).,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with aberrantly conducted supraventricular complexes with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with interpolated PVCs with PACs with borderline 1st degree A-V block,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with multifocal interpolated PVCs with 1st degree A-V block,1.2499453148924734e-06,1
Sinus rhythm with non-sustained ventricular tachycardia with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with interpolated PVCs with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Irregular ectopic atrial rhythm with interpolated PVC(s),1.2499453148924734e-06,1
Possible ectopic atrial bradycardia with interpolated PVCs.,2.499890629784947e-06,2
Possible ectopic atrial rhythm with aberrantly conducted supraventricular complexes with PACs,1.2499453148924734e-06,1
Atrial flutter with slow ventricular response with multifocal PVCs or aberrant ventricular conduction,1.2499453148924734e-06,1
--- Technically unsatisfactory tracing ---*,1.2499453148924734e-06,1
Sinus rhythm with frequent PVCs with PACs with 1st degree A-V block,1.2499453148924734e-06,1
Sinus bradycardia with sinus arrhythmia with interpolated PVCs with 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with PAC(s) with PVC(s).,1.2499453148924734e-06,1
Sinus tachycardia with frequent multifocal PVCs with PACs with borderline 1st degree A-V block.,1.2499453148924734e-06,1
Sinus rhythm with frequent PVCs with occasional PACs with borderline 1st degree A-V block.,1.2499453148924734e-06,1
